NaturezaElemento - Código;AnoExercício NaturezaElemento;Situação NaturezaElemento;NaturezaElemento - Formatado;CategoriaEconômica - Código;AnoExercício CategoriaEconômica;Situação CategoriaEconômica;CategoriaEconômica - Descrição;CategoriaEconômica - Detalhe;GrupoDespesa - Código;AnoExercício GrupoDespesa;Situação GrupoDespesa;GrupoDespesa - Descrição;GrupoDespesa - Código-Descrição;GrupoDespesa - Detalhe;Modalidade - Código;AnoExercício Modalidade;Situação Modalidade;Modalidade - Descrição;Modalidade - Detalhe;ElementoDespesa - Código;AnoExercício ElementoDespesa;Situação ElementoDespesa;ElementoDespesa - Descrição;ElementoDespesa - Código-Descrição;ElementoDespesa - Detalhe;ElementoDespesa - Característica;ElementoDespesa - Regionalização;ElementoDespesa Executável S/N;ElementoItem - Código;AnoExercício ElementoItem;Situação ElementoItem;ElementoItem - Descrição;ElementoItem - Código-Descrição;NaturezaItem - Código;AnoExercício NaturezaItem;Situação NaturezaItem;NaturezaItem - Formatado
3350030006;#MULTIVALUE;ATIVO;3.3.50.030.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030007;#MULTIVALUE;ATIVO;3.3.50.030.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030008;#MULTIVALUE;ATIVO;3.3.50.030.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030009;#MULTIVALUE;ATIVO;3.3.50.030.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030010;#MULTIVALUE;ATIVO;3.3.50.030.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030011;#MULTIVALUE;ATIVO;3.3.50.030.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030012;#MULTIVALUE;ATIVO;3.3.50.030.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030013;#MULTIVALUE;ATIVO;3.3.50.030.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030014;#MULTIVALUE;ATIVO;3.3.50.030.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030015;#MULTIVALUE;ATIVO;3.3.50.030.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030016;#MULTIVALUE;ATIVO;3.3.50.030.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030017;#MULTIVALUE;ATIVO;3.3.50.030.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030018;#MULTIVALUE;ATIVO;3.3.50.030.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030019;#MULTIVALUE;ATIVO;3.3.50.030.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030020;#MULTIVALUE;ATIVO;3.3.50.030.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030021;#MULTIVALUE;ATIVO;3.3.50.030.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030022;#MULTIVALUE;ATIVO;3.3.50.030.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030023;#MULTIVALUE;ATIVO;3.3.50.030.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030024;#MULTIVALUE;ATIVO;3.3.50.030.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030025;#MULTIVALUE;ATIVO;3.3.50.030.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030026;#MULTIVALUE;ATIVO;3.3.50.030.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030027;#MULTIVALUE;ATIVO;3.3.50.030.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030028;#MULTIVALUE;ATIVO;3.3.50.030.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030029;#MULTIVALUE;ATIVO;3.3.50.030.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030030;#MULTIVALUE;ATIVO;3.3.50.030.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030031;#MULTIVALUE;ATIVO;3.3.50.030.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030032;#MULTIVALUE;ATIVO;3.3.50.030.032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030033;#MULTIVALUE;ATIVO;3.3.50.030.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030034;#MULTIVALUE;ATIVO;3.3.50.030.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030036;#MULTIVALUE;ATIVO;3.3.50.030.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030037;#MULTIVALUE;ATIVO;3.3.50.030.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030038;#MULTIVALUE;ATIVO;3.3.50.030.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030039;#MULTIVALUE;ATIVO;3.3.50.030.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030040;#MULTIVALUE;ATIVO;3.3.50.030.040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350030099;#MULTIVALUE;ATIVO;3.3.50.030.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036001;#MULTIVALUE;ATIVO;3.3.50.036.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036002;#MULTIVALUE;ATIVO;3.3.50.036.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036003;#MULTIVALUE;ATIVO;3.3.50.036.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036004;#MULTIVALUE;ATIVO;3.3.50.036.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036005;#MULTIVALUE;#MULTIVALUE;3.3.50.036.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036006;#MULTIVALUE;ATIVO;3.3.50.036.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036007;#MULTIVALUE;ATIVO;3.3.50.036.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036008;#MULTIVALUE;ATIVO;3.3.50.036.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036009;#MULTIVALUE;ATIVO;3.3.50.036.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036010;#MULTIVALUE;ATIVO;3.3.50.036.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036011;#MULTIVALUE;ATIVO;3.3.50.036.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036012;#MULTIVALUE;ATIVO;3.3.50.036.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036013;#MULTIVALUE;ATIVO;3.3.50.036.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036014;#MULTIVALUE;ATIVO;3.3.50.036.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036015;#MULTIVALUE;ATIVO;3.3.50.036.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036016;#MULTIVALUE;ATIVO;3.3.50.036.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036017;#MULTIVALUE;ATIVO;3.3.50.036.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036018;#MULTIVALUE;ATIVO;3.3.50.036.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036019;#MULTIVALUE;ATIVO;3.3.50.036.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036020;#MULTIVALUE;ATIVO;3.3.50.036.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036021;#MULTIVALUE;ATIVO;3.3.50.036.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036022;#MULTIVALUE;ATIVO;3.3.50.036.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036023;#MULTIVALUE;ATIVO;3.3.50.036.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036024;#MULTIVALUE;ATIVO;3.3.50.036.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036025;#MULTIVALUE;ATIVO;3.3.50.036.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036026;#MULTIVALUE;ATIVO;3.3.50.036.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036027;#MULTIVALUE;ATIVO;3.3.50.036.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036028;#MULTIVALUE;ATIVO;3.3.50.036.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036029;#MULTIVALUE;ATIVO;3.3.50.036.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350036099;#MULTIVALUE;ATIVO;3.3.50.036.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039001;#MULTIVALUE;ATIVO;3.3.50.039.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039002;#MULTIVALUE;ATIVO;3.3.50.039.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039003;#MULTIVALUE;ATIVO;3.3.50.039.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039004;#MULTIVALUE;ATIVO;3.3.50.039.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039005;#MULTIVALUE;ATIVO;3.3.50.039.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039006;#MULTIVALUE;ATIVO;3.3.50.039.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039008;#MULTIVALUE;ATIVO;3.3.50.039.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039009;#MULTIVALUE;ATIVO;3.3.50.039.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039010;#MULTIVALUE;ATIVO;3.3.50.039.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039011;#MULTIVALUE;ATIVO;3.3.50.039.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039012;#MULTIVALUE;ATIVO;3.3.50.039.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039013;#MULTIVALUE;ATIVO;3.3.50.039.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039014;#MULTIVALUE;ATIVO;3.3.50.039.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039015;#MULTIVALUE;ATIVO;3.3.50.039.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039016;#MULTIVALUE;ATIVO;3.3.50.039.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039017;#MULTIVALUE;ATIVO;3.3.50.039.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039018;#MULTIVALUE;ATIVO;3.3.50.039.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039019;#MULTIVALUE;ATIVO;3.3.50.039.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039020;#MULTIVALUE;ATIVO;3.3.50.039.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039021;#MULTIVALUE;ATIVO;3.3.50.039.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039022;#MULTIVALUE;ATIVO;3.3.50.039.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039023;#MULTIVALUE;ATIVO;3.3.50.039.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039024;#MULTIVALUE;ATIVO;3.3.50.039.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039025;#MULTIVALUE;ATIVO;3.3.50.039.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039026;#MULTIVALUE;ATIVO;3.3.50.039.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039028;#MULTIVALUE;ATIVO;3.3.50.039.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039029;#MULTIVALUE;ATIVO;3.3.50.039.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039030;#MULTIVALUE;ATIVO;3.3.50.039.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039031;#MULTIVALUE;ATIVO;3.3.50.039.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039033;#MULTIVALUE;ATIVO;3.3.50.039.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039034;#MULTIVALUE;ATIVO;3.3.50.039.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039035;#MULTIVALUE;ATIVO;3.3.50.039.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039037;#MULTIVALUE;ATIVO;3.3.50.039.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039038;#MULTIVALUE;ATIVO;3.3.50.039.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039039;#MULTIVALUE;ATIVO;3.3.50.039.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039041;#MULTIVALUE;ATIVO;3.3.50.039.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039042;#MULTIVALUE;ATIVO;3.3.50.039.042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039043;#MULTIVALUE;ATIVO;3.3.50.039.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039044;#MULTIVALUE;ATIVO;3.3.50.039.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039046;#MULTIVALUE;ATIVO;3.3.50.039.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039047;#MULTIVALUE;ATIVO;3.3.50.039.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039048;#MULTIVALUE;ATIVO;3.3.50.039.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039049;#MULTIVALUE;ATIVO;3.3.50.039.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039050;#MULTIVALUE;ATIVO;3.3.50.039.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039051;#MULTIVALUE;ATIVO;3.3.50.039.051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039052;#MULTIVALUE;ATIVO;3.3.50.039.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039053;#MULTIVALUE;ATIVO;3.3.50.039.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039054;#MULTIVALUE;ATIVO;3.3.50.039.054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039055;#MULTIVALUE;ATIVO;3.3.50.039.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039056;#MULTIVALUE;ATIVO;3.3.50.039.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039057;#MULTIVALUE;ATIVO;3.3.50.039.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039058;#MULTIVALUE;ATIVO;3.3.50.039.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039059;#MULTIVALUE;ATIVO;3.3.50.039.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039060;#MULTIVALUE;ATIVO;3.3.50.039.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039061;#MULTIVALUE;ATIVO;3.3.50.039.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039062;#MULTIVALUE;ATIVO;3.3.50.039.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039063;#MULTIVALUE;ATIVO;3.3.50.039.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039064;#MULTIVALUE;ATIVO;3.3.50.039.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039065;#MULTIVALUE;ATIVO;3.3.50.039.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039066;#MULTIVALUE;ATIVO;3.3.50.039.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039067;#MULTIVALUE;ATIVO;3.3.50.039.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039068;#MULTIVALUE;ATIVO;3.3.50.039.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039069;#MULTIVALUE;ATIVO;3.3.50.039.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039071;#MULTIVALUE;ATIVO;3.3.50.039.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039072;#MULTIVALUE;ATIVO;3.3.50.039.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039073;#MULTIVALUE;ATIVO;3.3.50.039.073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039074;#MULTIVALUE;ATIVO;3.3.50.039.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039075;#MULTIVALUE;ATIVO;3.3.50.039.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039076;#MULTIVALUE;ATIVO;3.3.50.039.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039077;#MULTIVALUE;ATIVO;3.3.50.039.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039078;#MULTIVALUE;ATIVO;3.3.50.039.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039080;#MULTIVALUE;#MULTIVALUE;3.3.50.039.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039081;#MULTIVALUE;ATIVO;3.3.50.039.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039082;#MULTIVALUE;ATIVO;3.3.50.039.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039083;#MULTIVALUE;ATIVO;3.3.50.039.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039084;#MULTIVALUE;ATIVO;3.3.50.039.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039085;#MULTIVALUE;ATIVO;3.3.50.039.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039086;#MULTIVALUE;ATIVO;3.3.50.039.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039087;#MULTIVALUE;ATIVO;3.3.50.039.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039088;#MULTIVALUE;ATIVO;3.3.50.039.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039089;#MULTIVALUE;#MULTIVALUE;3.3.50.039.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039090;#MULTIVALUE;#MULTIVALUE;3.3.50.039.090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039091;#MULTIVALUE;ATIVO;3.3.50.039.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039092;#MULTIVALUE;ATIVO;3.3.50.039.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350039099;#MULTIVALUE;ATIVO;3.3.50.039.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041001;#MULTIVALUE;ATIVO;3.3.50.041.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041002;#MULTIVALUE;ATIVO;3.3.50.041.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041003;#MULTIVALUE;ATIVO;3.3.50.041.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041004;#MULTIVALUE;ATIVO;3.3.50.041.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041005;#MULTIVALUE;ATIVO;3.3.50.041.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041006;#MULTIVALUE;ATIVO;3.3.50.041.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041007;#MULTIVALUE;ATIVO;3.3.50.041.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041008;#MULTIVALUE;ATIVO;3.3.50.041.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350041009;#MULTIVALUE;ATIVO;3.3.50.041.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350042001;#MULTIVALUE;ATIVO;3.3.50.042.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350043001;#MULTIVALUE;ATIVO;3.3.50.043.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350043002;#MULTIVALUE;ATIVO;3.3.50.043.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350092001;#MULTIVALUE;ATIVO;3.3.50.092.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350092002;#MULTIVALUE;ATIVO;3.3.50.092.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093001;#MULTIVALUE;ATIVO;3.3.50.093.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093002;#MULTIVALUE;ATIVO;3.3.50.093.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093003;#MULTIVALUE;ATIVO;3.3.50.093.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093004;#MULTIVALUE;ATIVO;3.3.50.093.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093005;#MULTIVALUE;ATIVO;3.3.50.093.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093006;#MULTIVALUE;ATIVO;3.3.50.093.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093007;#MULTIVALUE;ATIVO;3.3.50.093.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093008;#MULTIVALUE;ATIVO;3.3.50.093.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093009;#MULTIVALUE;ATIVO;3.3.50.093.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093010;#MULTIVALUE;ATIVO;3.3.50.093.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093011;#MULTIVALUE;ATIVO;3.3.50.093.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093012;#MULTIVALUE;ATIVO;3.3.50.093.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093013;#MULTIVALUE;ATIVO;3.3.50.093.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093014;#MULTIVALUE;ATIVO;3.3.50.093.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093015;#MULTIVALUE;ATIVO;3.3.50.093.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093016;#MULTIVALUE;ATIVO;3.3.50.093.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093017;#MULTIVALUE;ATIVO;3.3.50.093.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093018;#MULTIVALUE;ATIVO;3.3.50.093.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093019;#MULTIVALUE;ATIVO;3.3.50.093.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093023;#MULTIVALUE;ATIVO;3.3.50.093.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093024;#MULTIVALUE;ATIVO;3.3.50.093.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093025;#MULTIVALUE;ATIVO;3.3.50.093.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093026;#MULTIVALUE;ATIVO;3.3.50.093.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093027;#MULTIVALUE;ATIVO;3.3.50.093.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093028;#MULTIVALUE;ATIVO;3.3.50.093.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093029;#MULTIVALUE;ATIVO;3.3.50.093.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350093099;#MULTIVALUE;ATIVO;3.3.50.093.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039001;#MULTIVALUE;ATIVO;3.3.60.039.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039002;#MULTIVALUE;ATIVO;3.3.60.039.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039003;#MULTIVALUE;ATIVO;3.3.60.039.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039004;#MULTIVALUE;ATIVO;3.3.60.039.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039005;#MULTIVALUE;ATIVO;3.3.60.039.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039006;#MULTIVALUE;ATIVO;3.3.60.039.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039008;#MULTIVALUE;ATIVO;3.3.60.039.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039009;#MULTIVALUE;ATIVO;3.3.60.039.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039010;#MULTIVALUE;ATIVO;3.3.60.039.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039011;#MULTIVALUE;ATIVO;3.3.60.039.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039012;#MULTIVALUE;ATIVO;3.3.60.039.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039013;#MULTIVALUE;ATIVO;3.3.60.039.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039014;#MULTIVALUE;ATIVO;3.3.60.039.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039015;#MULTIVALUE;ATIVO;3.3.60.039.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039016;#MULTIVALUE;ATIVO;3.3.60.039.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360039017;#MULTIVALUE;ATIVO;3.3.60.039.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
