NaturezaElemento - Código;AnoExercício NaturezaElemento;Situação NaturezaElemento;NaturezaElemento - Formatado;CategoriaEconômica - Código;AnoExercício CategoriaEconômica;Situação CategoriaEconômica;CategoriaEconômica - Descrição;CategoriaEconômica - Detalhe;GrupoDespesa - Código;AnoExercício GrupoDespesa;Situação GrupoDespesa;GrupoDespesa - Descrição;GrupoDespesa - Código-Descrição;GrupoDespesa - Detalhe;Modalidade - Código;AnoExercício Modalidade;Situação Modalidade;Modalidade - Descrição;Modalidade - Detalhe;ElementoDespesa - Código;AnoExercício ElementoDespesa;Situação ElementoDespesa;ElementoDespesa - Descrição;ElementoDespesa - Código-Descrição;ElementoDespesa - Detalhe;ElementoDespesa - Característica;ElementoDespesa - Regionalização;ElementoDespesa Executável S/N;ElementoItem - Código;AnoExercício ElementoItem;Situação ElementoItem;ElementoItem - Descrição;ElementoItem - Código-Descrição;NaturezaItem - Código;AnoExercício NaturezaItem;Situação NaturezaItem;NaturezaItem - Formatado
4491039031;#MULTIVALUE;ATIVO;4.4.91.039.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039033;#MULTIVALUE;ATIVO;4.4.91.039.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039034;#MULTIVALUE;ATIVO;4.4.91.039.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039035;#MULTIVALUE;ATIVO;4.4.91.039.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039037;#MULTIVALUE;ATIVO;4.4.91.039.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039038;#MULTIVALUE;ATIVO;4.4.91.039.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039039;#MULTIVALUE;ATIVO;4.4.91.039.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039041;#MULTIVALUE;ATIVO;4.4.91.039.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039042;#MULTIVALUE;ATIVO;4.4.91.039.042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039043;#MULTIVALUE;ATIVO;4.4.91.039.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039044;#MULTIVALUE;ATIVO;4.4.91.039.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039046;#MULTIVALUE;ATIVO;4.4.91.039.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039047;#MULTIVALUE;ATIVO;4.4.91.039.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039048;#MULTIVALUE;ATIVO;4.4.91.039.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039049;#MULTIVALUE;ATIVO;4.4.91.039.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039050;#MULTIVALUE;ATIVO;4.4.91.039.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039051;#MULTIVALUE;ATIVO;4.4.91.039.051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039052;#MULTIVALUE;ATIVO;4.4.91.039.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039053;#MULTIVALUE;ATIVO;4.4.91.039.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039054;#MULTIVALUE;ATIVO;4.4.91.039.054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039055;#MULTIVALUE;ATIVO;4.4.91.039.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039056;#MULTIVALUE;ATIVO;4.4.91.039.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039057;#MULTIVALUE;ATIVO;4.4.91.039.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039058;#MULTIVALUE;ATIVO;4.4.91.039.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039059;#MULTIVALUE;ATIVO;4.4.91.039.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039060;#MULTIVALUE;ATIVO;4.4.91.039.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039061;#MULTIVALUE;ATIVO;4.4.91.039.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039062;#MULTIVALUE;ATIVO;4.4.91.039.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039063;#MULTIVALUE;ATIVO;4.4.91.039.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039064;#MULTIVALUE;ATIVO;4.4.91.039.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039065;#MULTIVALUE;ATIVO;4.4.91.039.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039066;#MULTIVALUE;ATIVO;4.4.91.039.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039067;#MULTIVALUE;ATIVO;4.4.91.039.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039068;#MULTIVALUE;ATIVO;4.4.91.039.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039069;#MULTIVALUE;ATIVO;4.4.91.039.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039071;#MULTIVALUE;ATIVO;4.4.91.039.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039072;#MULTIVALUE;ATIVO;4.4.91.039.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039073;#MULTIVALUE;ATIVO;4.4.91.039.073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039074;#MULTIVALUE;ATIVO;4.4.91.039.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039075;#MULTIVALUE;ATIVO;4.4.91.039.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039076;#MULTIVALUE;ATIVO;4.4.91.039.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039077;#MULTIVALUE;ATIVO;4.4.91.039.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039078;#MULTIVALUE;ATIVO;4.4.91.039.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039081;#MULTIVALUE;ATIVO;4.4.91.039.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039082;#MULTIVALUE;ATIVO;4.4.91.039.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039083;#MULTIVALUE;ATIVO;4.4.91.039.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039084;#MULTIVALUE;ATIVO;4.4.91.039.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039085;#MULTIVALUE;ATIVO;4.4.91.039.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039086;#MULTIVALUE;ATIVO;4.4.91.039.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039087;#MULTIVALUE;ATIVO;4.4.91.039.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039088;#MULTIVALUE;ATIVO;4.4.91.039.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039089;#MULTIVALUE;#MULTIVALUE;4.4.91.039.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039090;#MULTIVALUE;#MULTIVALUE;4.4.91.039.090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491039099;#MULTIVALUE;ATIVO;4.4.91.039.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041001;#MULTIVALUE;ATIVO;4.4.91.041.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041002;#MULTIVALUE;ATIVO;4.4.91.041.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041003;#MULTIVALUE;ATIVO;4.4.91.041.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041004;#MULTIVALUE;ATIVO;4.4.91.041.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041005;#MULTIVALUE;ATIVO;4.4.91.041.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041006;#MULTIVALUE;ATIVO;4.4.91.041.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491041007;#MULTIVALUE;ATIVO;4.4.91.041.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047002;#MULTIVALUE;ATIVO;4.4.91.047.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047003;#MULTIVALUE;ATIVO;4.4.91.047.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047004;#MULTIVALUE;ATIVO;4.4.91.047.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047005;#MULTIVALUE;ATIVO;4.4.91.047.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047006;#MULTIVALUE;ATIVO;4.4.91.047.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047007;#MULTIVALUE;ATIVO;4.4.91.047.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047008;#MULTIVALUE;ATIVO;4.4.91.047.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047009;#MULTIVALUE;ATIVO;4.4.91.047.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047010;#MULTIVALUE;ATIVO;4.4.91.047.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491047099;#MULTIVALUE;ATIVO;4.4.91.047.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061001;#MULTIVALUE;ATIVO;4.4.91.061.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061002;#MULTIVALUE;ATIVO;4.4.91.061.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061003;#MULTIVALUE;ATIVO;4.4.91.061.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061004;#MULTIVALUE;ATIVO;4.4.91.061.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061005;#MULTIVALUE;ATIVO;4.4.91.061.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061006;#MULTIVALUE;ATIVO;4.4.91.061.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491061007;#MULTIVALUE;ATIVO;4.4.91.061.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491091002;#MULTIVALUE;ATIVO;4.4.91.091.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491091003;#MULTIVALUE;ATIVO;4.4.91.091.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039001;#MULTIVALUE;ATIVO;4.4.95.039.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039002;#MULTIVALUE;ATIVO;4.4.95.039.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039003;#MULTIVALUE;ATIVO;4.4.95.039.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039004;#MULTIVALUE;ATIVO;4.4.95.039.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039005;#MULTIVALUE;ATIVO;4.4.95.039.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039006;#MULTIVALUE;ATIVO;4.4.95.039.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039008;#MULTIVALUE;ATIVO;4.4.95.039.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039009;#MULTIVALUE;ATIVO;4.4.95.039.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039010;#MULTIVALUE;ATIVO;4.4.95.039.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039011;#MULTIVALUE;ATIVO;4.4.95.039.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039012;#MULTIVALUE;ATIVO;4.4.95.039.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039013;#MULTIVALUE;ATIVO;4.4.95.039.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039014;#MULTIVALUE;ATIVO;4.4.95.039.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039015;#MULTIVALUE;ATIVO;4.4.95.039.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039016;#MULTIVALUE;ATIVO;4.4.95.039.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039017;#MULTIVALUE;ATIVO;4.4.95.039.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039018;#MULTIVALUE;ATIVO;4.4.95.039.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039019;#MULTIVALUE;ATIVO;4.4.95.039.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039020;#MULTIVALUE;ATIVO;4.4.95.039.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039021;#MULTIVALUE;ATIVO;4.4.95.039.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039022;#MULTIVALUE;ATIVO;4.4.95.039.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039023;#MULTIVALUE;ATIVO;4.4.95.039.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039024;#MULTIVALUE;ATIVO;4.4.95.039.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039025;#MULTIVALUE;ATIVO;4.4.95.039.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039026;#MULTIVALUE;ATIVO;4.4.95.039.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039028;#MULTIVALUE;ATIVO;4.4.95.039.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039029;#MULTIVALUE;ATIVO;4.4.95.039.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039030;#MULTIVALUE;ATIVO;4.4.95.039.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039031;#MULTIVALUE;ATIVO;4.4.95.039.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039033;#MULTIVALUE;ATIVO;4.4.95.039.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039034;#MULTIVALUE;ATIVO;4.4.95.039.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039035;#MULTIVALUE;ATIVO;4.4.95.039.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039036;#MULTIVALUE;ATIVO;4.4.95.039.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039037;#MULTIVALUE;ATIVO;4.4.95.039.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039038;#MULTIVALUE;ATIVO;4.4.95.039.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039039;#MULTIVALUE;ATIVO;4.4.95.039.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039041;#MULTIVALUE;ATIVO;4.4.95.039.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039042;#MULTIVALUE;ATIVO;4.4.95.039.042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039043;#MULTIVALUE;ATIVO;4.4.95.039.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039044;#MULTIVALUE;ATIVO;4.4.95.039.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039046;#MULTIVALUE;ATIVO;4.4.95.039.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039047;#MULTIVALUE;ATIVO;4.4.95.039.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039048;#MULTIVALUE;ATIVO;4.4.95.039.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039049;#MULTIVALUE;ATIVO;4.4.95.039.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039050;#MULTIVALUE;ATIVO;4.4.95.039.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039051;#MULTIVALUE;ATIVO;4.4.95.039.051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039052;#MULTIVALUE;ATIVO;4.4.95.039.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039053;#MULTIVALUE;ATIVO;4.4.95.039.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039054;#MULTIVALUE;ATIVO;4.4.95.039.054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039055;#MULTIVALUE;ATIVO;4.4.95.039.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039056;#MULTIVALUE;ATIVO;4.4.95.039.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039057;#MULTIVALUE;ATIVO;4.4.95.039.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039058;#MULTIVALUE;ATIVO;4.4.95.039.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039059;#MULTIVALUE;ATIVO;4.4.95.039.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039060;#MULTIVALUE;ATIVO;4.4.95.039.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039061;#MULTIVALUE;ATIVO;4.4.95.039.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039062;#MULTIVALUE;ATIVO;4.4.95.039.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039063;#MULTIVALUE;ATIVO;4.4.95.039.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039064;#MULTIVALUE;ATIVO;4.4.95.039.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039065;#MULTIVALUE;ATIVO;4.4.95.039.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039066;#MULTIVALUE;ATIVO;4.4.95.039.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039067;#MULTIVALUE;ATIVO;4.4.95.039.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039068;#MULTIVALUE;ATIVO;4.4.95.039.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039069;#MULTIVALUE;ATIVO;4.4.95.039.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039071;#MULTIVALUE;ATIVO;4.4.95.039.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039072;#MULTIVALUE;ATIVO;4.4.95.039.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039073;#MULTIVALUE;ATIVO;4.4.95.039.073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039074;#MULTIVALUE;ATIVO;4.4.95.039.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039075;#MULTIVALUE;ATIVO;4.4.95.039.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039076;#MULTIVALUE;ATIVO;4.4.95.039.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039077;#MULTIVALUE;ATIVO;4.4.95.039.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039078;#MULTIVALUE;ATIVO;4.4.95.039.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039081;#MULTIVALUE;ATIVO;4.4.95.039.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039082;#MULTIVALUE;ATIVO;4.4.95.039.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039083;#MULTIVALUE;ATIVO;4.4.95.039.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039084;#MULTIVALUE;ATIVO;4.4.95.039.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039085;#MULTIVALUE;ATIVO;4.4.95.039.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039086;#MULTIVALUE;ATIVO;4.4.95.039.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039087;#MULTIVALUE;ATIVO;4.4.95.039.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039088;#MULTIVALUE;ATIVO;4.4.95.039.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039091;#MULTIVALUE;ATIVO;4.4.95.039.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039092;#MULTIVALUE;ATIVO;4.4.95.039.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039093;#MULTIVALUE;ATIVO;4.4.95.039.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039094;#MULTIVALUE;ATIVO;4.4.95.039.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039095;#MULTIVALUE;ATIVO;4.4.95.039.095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039096;#MULTIVALUE;ATIVO;4.4.95.039.096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039097;#MULTIVALUE;ATIVO;4.4.95.039.097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039098;#MULTIVALUE;ATIVO;4.4.95.039.098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039099;#MULTIVALUE;ATIVO;4.4.95.039.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495039100;#MULTIVALUE;ATIVO;4.4.95.039.100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495042001;#MULTIVALUE;ATIVO;4.4.95.042.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052001;#MULTIVALUE;ATIVO;4.4.95.052.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052002;#MULTIVALUE;ATIVO;4.4.95.052.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052003;#MULTIVALUE;ATIVO;4.4.95.052.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052004;#MULTIVALUE;ATIVO;4.4.95.052.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052005;#MULTIVALUE;ATIVO;4.4.95.052.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052006;#MULTIVALUE;ATIVO;4.4.95.052.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052007;#MULTIVALUE;ATIVO;4.4.95.052.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052008;#MULTIVALUE;ATIVO;4.4.95.052.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052009;#MULTIVALUE;ATIVO;4.4.95.052.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052010;#MULTIVALUE;ATIVO;4.4.95.052.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052011;#MULTIVALUE;ATIVO;4.4.95.052.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052012;#MULTIVALUE;ATIVO;4.4.95.052.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052013;#MULTIVALUE;ATIVO;4.4.95.052.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052014;#MULTIVALUE;ATIVO;4.4.95.052.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052015;#MULTIVALUE;ATIVO;4.4.95.052.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052016;#MULTIVALUE;ATIVO;4.4.95.052.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052017;#MULTIVALUE;ATIVO;4.4.95.052.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052018;#MULTIVALUE;ATIVO;4.4.95.052.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052019;#MULTIVALUE;ATIVO;4.4.95.052.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052020;#MULTIVALUE;ATIVO;4.4.95.052.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052021;#MULTIVALUE;ATIVO;4.4.95.052.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052022;#MULTIVALUE;ATIVO;4.4.95.052.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052023;#MULTIVALUE;ATIVO;4.4.95.052.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052024;#MULTIVALUE;ATIVO;4.4.95.052.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052025;#MULTIVALUE;ATIVO;4.4.95.052.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052026;#MULTIVALUE;ATIVO;4.4.95.052.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495052099;#MULTIVALUE;ATIVO;4.4.95.052.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039001;#MULTIVALUE;ATIVO;4.4.96.039.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039002;#MULTIVALUE;ATIVO;4.4.96.039.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039003;#MULTIVALUE;ATIVO;4.4.96.039.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039004;#MULTIVALUE;ATIVO;4.4.96.039.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039005;#MULTIVALUE;ATIVO;4.4.96.039.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039006;#MULTIVALUE;ATIVO;4.4.96.039.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039008;#MULTIVALUE;ATIVO;4.4.96.039.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039009;#MULTIVALUE;ATIVO;4.4.96.039.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496039010;#MULTIVALUE;ATIVO;4.4.96.039.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
